,Student ID,student_name,gender,grade,school_name,reading_score,math_score,School ID,type,size,budget,reading_pass_flag,math_pass_flag,pass_overall_flag
71,71,Breanna Taylor,F,10th,Huang High School,93,68,0,District,2917,1910635,1,0,0
72,72,Jason Johnson,M,12th,Huang High School,82,65,0,District,2917,1910635,1,0,0
73,73,Kyle Martin,M,10th,Huang High School,72,94,0,District,2917,1910635,1,1,1
74,74,Dr. Scott Gill,M,10th,Huang High School,85,85,0,District,2917,1910635,1,1,1
75,75,Lisa Long,F,10th,Huang High School,87,62,0,District,2917,1910635,1,0,0
76,76,Erin Liu,F,9th,Huang High School,78,76,0,District,2917,1910635,1,1,1
77,77,Marcus Richards,M,12th,Huang High School,83,76,0,District,2917,1910635,1,1,1
78,78,Jason Thompson,M,12th,Huang High School,99,57,0,District,2917,1910635,1,0,0
79,79,Elizabeth Mckinney,F,9th,Huang High School,74,81,0,District,2917,1910635,1,1,1
80,80,Jessica Bailey,F,10th,Huang High School,67,70,0,District,2917,1910635,0,1,0
81,81,Lisa Frye,F,12th,Huang High School,94,73,0,District,2917,1910635,1,1,1
82,82,Lindsey Baker,F,11th,Huang High School,81,57,0,District,2917,1910635,1,0,0
83,83,Lisa Ramirez,F,12th,Huang High School,64,76,0,District,2917,1910635,0,1,0
84,84,Joseph Butler,M,10th,Huang High School,77,63,0,District,2917,1910635,1,0,0
85,85,Tina Lynch,F,10th,Huang High School,94,60,0,District,2917,1910635,1,0,0
86,86,Leah Benitez,F,10th,Huang High School,93,84,0,District,2917,1910635,1,1,1
87,87,Elizabeth Parker,F,10th,Huang High School,85,56,0,District,2917,1910635,1,0,0
88,88,Melissa Hunter,F,10th,Huang High School,90,70,0,District,2917,1910635,1,1,1
89,89,Miss Madison Everett,F,11th,Huang High School,70,78,0,District,2917,1910635,1,1,1
90,90,Ronald Garcia,M,9th,Huang High School,99,86,0,District,2917,1910635,1,1,1
91,91,Mark Cherry,M,10th,Huang High School,96,98,0,District,2917,1910635,1,1,1
92,92,Ryan Stokes,M,9th,Huang High School,75,72,0,District,2917,1910635,1,1,1
93,93,Isaiah Maldonado,M,10th,Huang High School,84,91,0,District,2917,1910635,1,1,1
94,94,Micheal Dennis,M,12th,Huang High School,86,61,0,District,2917,1910635,1,0,0
95,95,Kevin Martinez,M,11th,Huang High School,89,58,0,District,2917,1910635,1,0,0
96,96,Jessica Smith,F,9th,Huang High School,77,72,0,District,2917,1910635,1,1,1
97,97,Dawn Trujillo,F,11th,Huang High School,82,87,0,District,2917,1910635,1,1,1
98,98,Virginia Ramirez MD,F,10th,Huang High School,99,89,0,District,2917,1910635,1,1,1
99,99,Marc Hernandez,M,10th,Huang High School,87,63,0,District,2917,1910635,1,0,0
100,100,Jose Gonzalez,M,12th,Huang High School,69,67,0,District,2917,1910635,0,0,0
101,101,Jason Dennis,M,10th,Huang High School,72,57,0,District,2917,1910635,1,0,0
102,102,Gary Morris,M,11th,Huang High School,74,58,0,District,2917,1910635,1,0,0
103,103,William Mcdonald,M,12th,Huang High School,86,74,0,District,2917,1910635,1,1,1
104,104,Michael Savage,M,9th,Huang High School,75,66,0,District,2917,1910635,1,0,0
105,105,Alexis Todd,F,11th,Huang High School,82,95,0,District,2917,1910635,1,1,1
106,106,David Hansen,M,10th,Huang High School,76,86,0,District,2917,1910635,1,1,1
107,107,Steven Mendez,M,12th,Huang High School,68,88,0,District,2917,1910635,0,1,0
108,108,Ryan Lynch,M,12th,Huang High School,77,67,0,District,2917,1910635,1,0,0
109,109,Timothy Marks,M,9th,Huang High School,78,62,0,District,2917,1910635,1,0,0
110,110,Alexander Johns,M,10th,Huang High School,67,77,0,District,2917,1910635,0,1,0
111,111,Kenneth Chavez,M,9th,Huang High School,70,79,0,District,2917,1910635,1,1,1
112,112,Dennis Williams,M,10th,Huang High School,88,67,0,District,2917,1910635,1,0,0
113,113,Michael Roy,M,12th,Huang High School,85,73,0,District,2917,1910635,1,1,1
114,114,Richard Ryan,M,12th,Huang High School,88,86,0,District,2917,1910635,1,1,1
115,115,Matthew Reyes,M,12th,Huang High School,79,60,0,District,2917,1910635,1,0,0
116,116,Stephanie Ward,F,11th,Huang High School,75,69,0,District,2917,1910635,1,0,0
117,117,Christopher Tucker,M,10th,Huang High School,80,90,0,District,2917,1910635,1,1,1
118,118,Daniel Jones,M,12th,Huang High School,66,68,0,District,2917,1910635,0,0,0
119,119,Devin Craig,M,10th,Huang High School,65,80,0,District,2917,1910635,0,1,0
120,120,Erin Prince,F,12th,Huang High School,88,81,0,District,2917,1910635,1,1,1
121,121,Bernard Ortiz,M,11th,Huang High School,78,76,0,District,2917,1910635,1,1,1
122,122,Nicole Miller,F,10th,Huang High School,98,57,0,District,2917,1910635,1,0,0
123,123,Christopher Fritz,M,9th,Huang High School,88,77,0,District,2917,1910635,1,1,1
124,124,Bonnie Mckinney,F,11th,Huang High School,63,65,0,District,2917,1910635,0,0,0
125,125,Troy Nelson,M,11th,Huang High School,79,63,0,District,2917,1910635,1,0,0
126,126,Jennifer Lee,F,12th,Huang High School,93,66,0,District,2917,1910635,1,0,0
127,127,Ronald Ward,M,10th,Huang High School,74,89,0,District,2917,1910635,1,1,1
128,128,Nathaniel Hampton,M,11th,Huang High School,70,81,0,District,2917,1910635,1,1,1
129,129,Michael Travis,M,11th,Huang High School,65,79,0,District,2917,1910635,0,1,0
130,130,James Taylor,M,9th,Huang High School,77,71,0,District,2917,1910635,1,1,1
131,131,Thomas Strickland,M,9th,Huang High School,63,77,0,District,2917,1910635,0,1,0
132,132,Brittany Jackson,F,9th,Huang High School,79,57,0,District,2917,1910635,1,0,0
133,133,Marisa Lowe,F,9th,Huang High School,95,95,0,District,2917,1910635,1,1,1
134,134,Nicole Thomas,F,9th,Huang High School,83,59,0,District,2917,1910635,1,0,0
135,135,Matthew Rodriguez,M,12th,Huang High School,80,79,0,District,2917,1910635,1,1,1
136,136,Kent Fernandez,M,12th,Huang High School,66,58,0,District,2917,1910635,0,0,0
137,137,Michelle Martin,F,12th,Huang High School,86,92,0,District,2917,1910635,1,1,1
138,138,John Sparks,M,9th,Huang High School,74,91,0,District,2917,1910635,1,1,1
139,139,Ann Blake,F,11th,Huang High School,97,75,0,District,2917,1910635,1,1,1
140,140,Melissa Miller,F,12th,Huang High School,76,67,0,District,2917,1910635,1,0,0
141,141,Steven Houston,M,9th,Huang High School,99,71,0,District,2917,1910635,1,1,1
142,142,Kristen Anderson,F,11th,Huang High School,78,76,0,District,2917,1910635,1,1,1
143,143,Cory Jones,M,11th,Huang High School,82,73,0,District,2917,1910635,1,1,1
144,144,Jennifer Mora,F,10th,Huang High School,98,73,0,District,2917,1910635,1,1,1
145,145,Dennis Griffin,M,9th,Huang High School,78,71,0,District,2917,1910635,1,1,1
146,146,Darryl Brown,M,10th,Huang High School,98,90,0,District,2917,1910635,1,1,1
147,147,Martin Mosley,M,10th,Huang High School,90,67,0,District,2917,1910635,1,0,0
148,148,Joyce Diaz,F,10th,Huang High School,85,58,0,District,2917,1910635,1,0,0
149,149,Jeffrey Rose,M,12th,Huang High School,81,91,0,District,2917,1910635,1,1,1
150,150,Jamie Moreno,F,9th,Huang High School,78,99,0,District,2917,1910635,1,1,1
151,151,Catherine Williams,F,9th,Huang High School,66,56,0,District,2917,1910635,0,0,0
152,152,Lauren Byrd,F,11th,Huang High School,66,92,0,District,2917,1910635,0,1,0
153,153,Vanessa Frazier,F,10th,Huang High School,85,82,0,District,2917,1910635,1,1,1
154,154,Stephen Bryant,M,11th,Huang High School,83,77,0,District,2917,1910635,1,1,1
155,155,Lawrence Liu,M,12th,Huang High School,82,73,0,District,2917,1910635,1,1,1
156,156,Joseph Larsen,M,9th,Huang High School,88,82,0,District,2917,1910635,1,1,1
157,157,Susan Collier,F,11th,Huang High School,76,92,0,District,2917,1910635,1,1,1
158,158,Meagan Jensen,F,9th,Huang High School,66,67,0,District,2917,1910635,0,0,0
159,159,Julie Harper,F,12th,Huang High School,88,73,0,District,2917,1910635,1,1,1
160,160,Meghan Carroll,F,12th,Huang High School,75,98,0,District,2917,1910635,1,1,1
161,161,Wanda Horton,F,11th,Huang High School,68,88,0,District,2917,1910635,0,1,0
162,162,Mary Campbell,F,10th,Huang High School,72,56,0,District,2917,1910635,1,0,0
163,163,Jennifer Rodgers,F,11th,Huang High School,83,98,0,District,2917,1910635,1,1,1
164,164,Heather Cooper,F,12th,Huang High School,85,61,0,District,2917,1910635,1,0,0
165,165,Ryan Perez,M,11th,Huang High School,70,87,0,District,2917,1910635,1,1,1
166,166,Ryan Cox,M,12th,Huang High School,95,72,0,District,2917,1910635,1,1,1
167,167,Darren Zavala,M,10th,Huang High School,64,84,0,District,2917,1910635,0,1,0
168,168,Joseph Morales III,M,10th,Huang High School,64,85,0,District,2917,1910635,0,1,0
169,169,Aaron West,M,10th,Huang High School,98,67,0,District,2917,1910635,1,0,0
170,170,James Combs,M,10th,Huang High School,65,82,0,District,2917,1910635,0,1,0
171,171,Curtis Garner,M,10th,Huang High School,79,78,0,District,2917,1910635,1,1,1
172,172,Sarah Miller,F,10th,Huang High School,94,71,0,District,2917,1910635,1,1,1
173,173,Samantha Thomas,F,10th,Huang High School,92,62,0,District,2917,1910635,1,0,0
174,174,Robert Atkins,M,9th,Huang High School,85,97,0,District,2917,1910635,1,1,1
175,175,Alexis Crawford,M,10th,Huang High School,70,82,0,District,2917,1910635,1,1,1
176,176,Ryan Maddox,M,11th,Huang High School,80,80,0,District,2917,1910635,1,1,1
177,177,Jonathan Meyer,M,9th,Huang High School,65,79,0,District,2917,1910635,0,1,0
178,178,Donna Wagner,F,10th,Huang High School,95,61,0,District,2917,1910635,1,0,0
179,179,William Kennedy,M,11th,Huang High School,76,56,0,District,2917,1910635,1,0,0
180,180,Kimberly Martinez,F,11th,Huang High School,84,83,0,District,2917,1910635,1,1,1
181,181,Matthew Anderson,M,11th,Huang High School,92,99,0,District,2917,1910635,1,1,1
182,182,Kari Miller,F,9th,Huang High School,88,55,0,District,2917,1910635,1,0,0
183,183,Jenna Luna,F,9th,Huang High School,73,91,0,District,2917,1910635,1,1,1
184,184,Justin Contreras,M,12th,Huang High School,89,63,0,District,2917,1910635,1,0,0
185,185,Mary Fox,F,11th,Huang High School,94,92,0,District,2917,1910635,1,1,1
186,186,Joseph Perkins,M,10th,Huang High School,96,76,0,District,2917,1910635,1,1,1
187,187,Kelly Phillips,F,12th,Huang High School,78,90,0,District,2917,1910635,1,1,1
188,188,Justin Thornton,M,11th,Huang High School,65,61,0,District,2917,1910635,0,0,0
189,189,Joshua Barber,M,10th,Huang High School,77,61,0,District,2917,1910635,1,0,0
190,190,Travis Jackson,M,11th,Huang High School,86,96,0,District,2917,1910635,1,1,1
191,191,Jordan Beasley,F,10th,Huang High School,96,59,0,District,2917,1910635,1,0,0
192,192,Kevin Allen,M,12th,Huang High School,68,63,0,District,2917,1910635,0,0,0
193,193,Victoria Harris,F,11th,Huang High School,89,59,0,District,2917,1910635,1,0,0
194,194,Victoria Joseph,F,12th,Huang High School,72,56,0,District,2917,1910635,1,0,0
195,195,Brandy Marshall,F,11th,Huang High School,86,60,0,District,2917,1910635,1,0,0
196,196,Ryan Jimenez,M,11th,Huang High School,63,89,0,District,2917,1910635,0,1,0
197,197,Michael Chan,M,9th,Huang High School,63,69,0,District,2917,1910635,0,0,0
198,198,Christopher Phillips,M,9th,Huang High School,86,55,0,District,2917,1910635,1,0,0
199,199,Kevin Murphy,M,10th,Huang High School,85,99,0,District,2917,1910635,1,1,1
200,200,Vanessa Harper,F,12th,Huang High School,85,85,0,District,2917,1910635,1,1,1
201,201,James Ferguson,M,9th,Huang High School,96,66,0,District,2917,1910635,1,0,0
202,202,Carol Schroeder,F,12th,Huang High School,83,61,0,District,2917,1910635,1,0,0
203,203,Jerry Phillips,M,10th,Huang High School,82,72,0,District,2917,1910635,1,1,1
204,204,Kristin Wade,F,9th,Huang High School,71,56,0,District,2917,1910635,1,0,0
205,205,Jessica Warner,F,11th,Huang High School,94,83,0,District,2917,1910635,1,1,1
206,206,Dorothy Burke,F,11th,Huang High School,91,92,0,District,2917,1910635,1,1,1
207,207,Bethany Walter,F,9th,Huang High School,88,76,0,District,2917,1910635,1,1,1
208,208,Melissa Avery,F,9th,Huang High School,83,86,0,District,2917,1910635,1,1,1
209,209,Daniel Sutton,M,11th,Huang High School,86,96,0,District,2917,1910635,1,1,1
210,210,Ryan Johnson,M,9th,Huang High School,63,79,0,District,2917,1910635,0,1,0
211,211,Timothy Quinn,M,10th,Huang High School,83,76,0,District,2917,1910635,1,1,1
212,212,Zachary Allen,M,10th,Huang High School,64,87,0,District,2917,1910635,0,1,0
213,213,Lauren Schmitt,F,12th,Huang High School,71,61,0,District,2917,1910635,1,0,0
214,214,Stephanie Armstrong,F,11th,Huang High School,70,66,0,District,2917,1910635,1,0,0
215,215,Ruben Rivera,M,9th,Huang High School,65,79,0,District,2917,1910635,0,1,0
216,216,Patricia Petty,F,12th,Huang High School,79,98,0,District,2917,1910635,1,1,1
217,217,Joseph Jacobs,M,11th,Huang High School,96,68,0,District,2917,1910635,1,0,0
218,218,Bianca Wilson,F,11th,Huang High School,66,62,0,District,2917,1910635,0,0,0
219,219,Donald Perez,M,9th,Huang High School,87,79,0,District,2917,1910635,1,1,1
220,220,Curtis Gomez,M,9th,Huang High School,77,77,0,District,2917,1910635,1,1,1
221,221,Courtney Brown,F,9th,Huang High School,90,88,0,District,2917,1910635,1,1,1
222,222,Nicole Randall,F,9th,Huang High School,94,78,0,District,2917,1910635,1,1,1
223,223,Steven Lambert,M,11th,Huang High School,64,56,0,District,2917,1910635,0,0,0
224,224,Anthony Alvarez,M,10th,Huang High School,93,90,0,District,2917,1910635,1,1,1
225,225,Shawn Farrell,M,10th,Huang High School,89,87,0,District,2917,1910635,1,1,1
226,226,Jesus Schmidt,M,9th,Huang High School,80,76,0,District,2917,1910635,1,1,1
227,227,Laura Wright,F,12th,Huang High School,89,69,0,District,2917,1910635,1,0,0
228,228,Steven Smith,M,11th,Huang High School,66,65,0,District,2917,1910635,0,0,0
229,229,Norman Thompson,M,9th,Huang High School,99,78,0,District,2917,1910635,1,1,1
230,230,Anthony Wright,M,10th,Huang High School,76,64,0,District,2917,1910635,1,0,0
231,231,Kayla Watts,F,11th,Huang High School,74,89,0,District,2917,1910635,1,1,1
232,232,Aimee Johnson,F,9th,Huang High School,97,55,0,District,2917,1910635,1,0,0
233,233,Heidi Scott,F,12th,Huang High School,77,98,0,District,2917,1910635,1,1,1
234,234,Anthony Williams,M,10th,Huang High School,78,93,0,District,2917,1910635,1,1,1
235,235,Sarah Hill,F,12th,Huang High School,88,97,0,District,2917,1910635,1,1,1
236,236,Kim Wang,F,9th,Huang High School,90,71,0,District,2917,1910635,1,1,1
237,237,Beth Manning,F,11th,Huang High School,88,92,0,District,2917,1910635,1,1,1
238,238,Ryan Hanson,M,12th,Huang High School,87,83,0,District,2917,1910635,1,1,1
239,239,James Wood,M,9th,Huang High School,70,81,0,District,2917,1910635,1,1,1
240,240,Corey Greene,M,10th,Huang High School,70,94,0,District,2917,1910635,1,1,1
241,241,John Carter,M,11th,Huang High School,95,83,0,District,2917,1910635,1,1,1
242,242,Beth Garza,F,11th,Huang High School,75,92,0,District,2917,1910635,1,1,1
243,243,Karen Jones,F,9th,Huang High School,78,96,0,District,2917,1910635,1,1,1
244,244,Stephanie Poole,F,10th,Huang High School,95,59,0,District,2917,1910635,1,0,0
245,245,Lisa Brown,F,9th,Huang High School,99,72,0,District,2917,1910635,1,1,1
246,246,Paul Scott,M,10th,Huang High School,64,78,0,District,2917,1910635,0,1,0
247,247,Evelyn Buck,F,10th,Huang High School,68,60,0,District,2917,1910635,0,0,0
248,248,Terry Harrell,M,9th,Huang High School,86,69,0,District,2917,1910635,1,0,0
249,249,Leah Skinner,F,11th,Huang High School,70,79,0,District,2917,1910635,1,1,1
250,250,Anthony Mercado,M,11th,Huang High School,95,97,0,District,2917,1910635,1,1,1
251,251,Walter Kelly,M,9th,Huang High School,80,78,0,District,2917,1910635,1,1,1
252,252,Lori Evans,F,10th,Huang High School,99,66,0,District,2917,1910635,1,0,0
253,253,Ashley Jones,F,12th,Huang High School,96,72,0,District,2917,1910635,1,1,1
254,254,Amber Soto,F,9th,Huang High School,82,60,0,District,2917,1910635,1,0,0
255,255,Patrick Phillips,M,10th,Huang High School,64,62,0,District,2917,1910635,0,0,0
256,256,Linda Curry,F,11th,Huang High School,74,76,0,District,2917,1910635,1,1,1
257,257,Alexander Obrien,M,10th,Huang High School,68,90,0,District,2917,1910635,0,1,0
258,258,Vincent Garza,M,10th,Huang High School,97,61,0,District,2917,1910635,1,0,0
259,259,Terry Marsh,M,11th,Huang High School,99,69,0,District,2917,1910635,1,0,0
260,260,Angela Perkins DVM,F,11th,Huang High School,76,56,0,District,2917,1910635,1,0,0
261,261,Peter Hampton,M,9th,Huang High School,83,97,0,District,2917,1910635,1,1,1
262,262,David Cross,M,11th,Huang High School,68,61,0,District,2917,1910635,0,0,0
263,263,Clinton Ortega,M,10th,Huang High School,93,62,0,District,2917,1910635,1,0,0
264,264,Jamie Escobar,F,10th,Huang High School,91,91,0,District,2917,1910635,1,1,1
265,265,Sandra Mason,F,12th,Huang High School,76,83,0,District,2917,1910635,1,1,1
266,266,Craig Cole,M,12th,Huang High School,83,92,0,District,2917,1910635,1,1,1
267,267,Lisa Warren,F,12th,Huang High School,70,81,0,District,2917,1910635,1,1,1
268,268,Maria Howard,F,9th,Huang High School,74,91,0,District,2917,1910635,1,1,1
269,269,Michael Porter,M,11th,Huang High School,86,68,0,District,2917,1910635,1,0,0
270,270,John Turner,M,11th,Huang High School,78,99,0,District,2917,1910635,1,1,1
271,271,Timothy Wang,M,12th,Huang High School,93,75,0,District,2917,1910635,1,1,1
272,272,Amanda Taylor,F,9th,Huang High School,73,58,0,District,2917,1910635,1,0,0
273,273,Karen Mckenzie,F,9th,Huang High School,82,64,0,District,2917,1910635,1,0,0
274,274,Brandon Miles,M,11th,Huang High School,98,76,0,District,2917,1910635,1,1,1
275,275,Christina Whitaker,F,12th,Huang High School,86,89,0,District,2917,1910635,1,1,1
276,276,Nicole Peterson,F,9th,Huang High School,78,98,0,District,2917,1910635,1,1,1
277,277,Ashley Moore,F,9th,Huang High School,67,74,0,District,2917,1910635,0,1,0
278,278,Todd Carrillo,M,10th,Huang High School,80,99,0,District,2917,1910635,1,1,1
279,279,Robert Williams,M,10th,Huang High School,63,68,0,District,2917,1910635,0,0,0
280,280,Ashley Jones,F,9th,Huang High School,92,72,0,District,2917,1910635,1,1,1
281,281,Vanessa Parker,F,9th,Huang High School,67,78,0,District,2917,1910635,0,1,0
282,282,Robert Carlson,M,12th,Huang High School,73,82,0,District,2917,1910635,1,1,1
283,283,Jared Lewis,M,10th,Huang High School,77,56,0,District,2917,1910635,1,0,0
284,284,Christopher Hernandez,M,10th,Huang High School,92,64,0,District,2917,1910635,1,0,0
285,285,Kimberly Harris,F,9th,Huang High School,66,59,0,District,2917,1910635,0,0,0
286,286,Katrina Hill,F,10th,Huang High School,73,73,0,District,2917,1910635,1,1,1
287,287,Heather Lee,F,9th,Huang High School,71,69,0,District,2917,1910635,1,0,0
288,288,Donald Harmon,M,11th,Huang High School,63,67,0,District,2917,1910635,0,0,0
289,289,Elizabeth Sanders,F,10th,Huang High School,82,64,0,District,2917,1910635,1,0,0
290,290,Richard Ramsey,M,12th,Huang High School,80,60,0,District,2917,1910635,1,0,0
291,291,Carmen Johnson,F,12th,Huang High School,89,79,0,District,2917,1910635,1,1,1
292,292,Elaine Osborne,F,10th,Huang High School,91,69,0,District,2917,1910635,1,0,0
293,293,Kent Burns,M,9th,Huang High School,81,72,0,District,2917,1910635,1,1,1
294,294,Meagan Smith,F,11th,Huang High School,67,87,0,District,2917,1910635,0,1,0
295,295,Craig Hahn,M,9th,Huang High School,92,73,0,District,2917,1910635,1,1,1
296,296,Jeremy Wu,M,11th,Huang High School,72,81,0,District,2917,1910635,1,1,1
297,297,Aaron Rodriguez,M,11th,Huang High School,75,78,0,District,2917,1910635,1,1,1
298,298,Matthew Taylor,M,10th,Huang High School,64,63,0,District,2917,1910635,0,0,0
299,299,Diana Evans,F,11th,Huang High School,96,94,0,District,2917,1910635,1,1,1
300,300,Michele Pearson,F,12th,Huang High School,89,98,0,District,2917,1910635,1,1,1
301,301,Erik Wagner,M,12th,Huang High School,92,61,0,District,2917,1910635,1,0,0
302,302,Maria Welch,F,12th,Huang High School,74,97,0,District,2917,1910635,1,1,1
303,303,Debra Martin,F,12th,Huang High School,68,55,0,District,2917,1910635,0,0,0
304,304,Devon Conner,M,9th,Huang High School,91,89,0,District,2917,1910635,1,1,1
305,305,Christine Patel,F,9th,Huang High School,99,94,0,District,2917,1910635,1,1,1
306,306,David Lopez,M,9th,Huang High School,95,95,0,District,2917,1910635,1,1,1
307,307,Nathan Baird,M,11th,Huang High School,68,59,0,District,2917,1910635,0,0,0
308,308,Samuel Castillo,M,11th,Huang High School,98,57,0,District,2917,1910635,1,0,0
309,309,Rebecca Payne,F,11th,Huang High School,77,66,0,District,2917,1910635,1,0,0
310,310,Carl Johnson,M,10th,Huang High School,64,95,0,District,2917,1910635,0,1,0
311,311,William Adams,M,12th,Huang High School,85,82,0,District,2917,1910635,1,1,1
